[Mon Apr 20 03:55:42 PM EDT 2026] GPU=1 model=phi_4_mini_reasoning dataset=arc_challenge strategy=zero_shot max_new_tokens=256

--- model=phi_4_mini_reasoning dataset=arc_challenge strategy=zero_shot n=500 ---
[393/500] sample_id=1045 correct=1 latency=5.213s tokens=138 tps=26.47
[394/500] sample_id=1046 correct=0 latency=4.715s tokens=125 tps=26.51
[395/500] sample_id=1047 correct=1 latency=4.748s tokens=127 tps=26.75
[396/500] sample_id=1048 correct=0 latency=5.759s tokens=154 tps=26.74
[397/500] sample_id=1049 correct=1 latency=3.594s tokens=96 tps=26.71
[398/500] sample_id=1050 correct=1 latency=4.080s tokens=109 tps=26.72
[399/500] sample_id=1051 correct=1 latency=4.046s tokens=108 tps=26.69
[400/500] sample_id=1053 correct=1 latency=19.812s tokens=512 tps=25.84
[401/500] sample_id=1054 correct=1 latency=4.457s tokens=119 tps=26.70
[402/500] sample_id=1056 correct=1 latency=3.603s tokens=96 tps=26.65
[403/500] sample_id=1058 correct=1 latency=3.472s tokens=92 tps=26.50
[404/500] sample_id=1060 correct=1 latency=3.664s tokens=97 tps=26.47
[405/500] sample_id=1065 correct=1 latency=3.025s tokens=80 tps=26.45
[406/500] sample_id=1066 correct=1 latency=4.760s tokens=126 tps=26.47
[407/500] sample_id=1068 correct=1 latency=4.074s tokens=108 tps=26.51
[408/500] sample_id=1069 correct=1 latency=19.863s tokens=512 tps=25.78
[409/500] sample_id=1070 correct=0 latency=5.763s tokens=154 tps=26.72
[410/500] sample_id=1071 correct=1 latency=4.772s tokens=127 tps=26.61
[411/500] sample_id=1072 correct=0 latency=4.481s tokens=119 tps=26.56
[412/500] sample_id=1075 correct=0 latency=12.057s tokens=316 tps=26.21
[413/500] sample_id=1076 correct=0 latency=5.002s tokens=133 tps=26.59
[414/500] sample_id=1077 correct=1 latency=20.208s tokens=512 tps=25.34
[415/500] sample_id=1081 correct=1 latency=2.443s tokens=65 tps=26.60
[416/500] sample_id=1082 correct=0 latency=3.639s tokens=97 tps=26.66
[417/500] sample_id=1084 correct=1 latency=3.594s tokens=95 tps=26.43
[418/500] sample_id=1087 correct=1 latency=19.838s tokens=512 tps=25.81
[419/500] sample_id=1089 correct=1 latency=3.633s tokens=97 tps=26.70
[420/500] sample_id=1091 correct=1 latency=2.811s tokens=75 tps=26.68
[421/500] sample_id=1095 correct=1 latency=3.126s tokens=83 tps=26.55
[422/500] sample_id=1097 correct=1 latency=3.240s tokens=86 tps=26.55
[423/500] sample_id=1102 correct=0 latency=5.676s tokens=151 tps=26.60
[424/500] sample_id=1106 correct=1 latency=2.895s tokens=77 tps=26.60
[425/500] sample_id=1107 correct=1 latency=3.544s tokens=94 tps=26.52
[426/500] sample_id=1108 correct=1 latency=2.520s tokens=67 tps=26.59
[427/500] sample_id=1110 correct=1 latency=6.465s tokens=172 tps=26.61
[428/500] sample_id=1115 correct=1 latency=2.563s tokens=68 tps=26.53
[429/500] sample_id=1120 correct=1 latency=3.803s tokens=101 tps=26.56
[430/500] sample_id=1121 correct=1 latency=4.019s tokens=107 tps=26.62
[431/500] sample_id=1122 correct=1 latency=7.494s tokens=200 tps=26.69
[432/500] sample_id=1123 correct=0 latency=3.926s tokens=104 tps=26.49
[433/500] sample_id=1128 correct=1 latency=3.864s tokens=103 tps=26.66
[434/500] sample_id=1129 correct=0 latency=9.534s tokens=252 tps=26.43
[435/500] sample_id=1131 correct=0 latency=19.936s tokens=512 tps=25.68
[436/500] sample_id=1132 correct=1 latency=19.883s tokens=512 tps=25.75
[437/500] sample_id=1135 correct=1 latency=2.869s tokens=76 tps=26.49
[438/500] sample_id=1141 correct=1 latency=6.114s tokens=162 tps=26.50
[439/500] sample_id=1143 correct=1 latency=2.517s tokens=67 tps=26.62
[440/500] sample_id=1147 correct=1 latency=3.407s tokens=91 tps=26.71
[441/500] sample_id=1148 correct=1 latency=2.586s tokens=69 tps=26.68
[442/500] sample_id=1150 correct=1 latency=2.196s tokens=58 tps=26.41
[443/500] sample_id=1154 correct=0 latency=2.723s tokens=72 tps=26.45
[444/500] sample_id=1157 correct=1 latency=3.206s tokens=85 tps=26.51
[445/500] sample_id=1159 correct=0 latency=6.874s tokens=182 tps=26.48
[446/500] sample_id=1162 correct=1 latency=1.973s tokens=52 tps=26.36
[447/500] sample_id=1163 correct=1 latency=2.198s tokens=58 tps=26.39
[448/500] sample_id=1167 correct=1 latency=2.762s tokens=73 tps=26.43
[449/500] sample_id=1169 correct=1 latency=4.798s tokens=127 tps=26.47
[450/500] sample_id=1172 correct=1 latency=3.857s tokens=102 tps=26.45
[451/500] sample_id=1174 correct=0 latency=10.083s tokens=264 tps=26.18
[452/500] sample_id=1176 correct=1 latency=4.939s tokens=131 tps=26.52
[453/500] sample_id=1179 correct=0 latency=4.049s tokens=107 tps=26.43
[454/500] sample_id=1181 correct=1 latency=5.599s tokens=148 tps=26.43
[455/500] sample_id=1184 correct=1 latency=2.840s tokens=75 tps=26.41
[456/500] sample_id=1185 correct=1 latency=4.681s tokens=124 tps=26.49
[457/500] sample_id=1188 correct=1 latency=3.789s tokens=101 tps=26.65
[458/500] sample_id=1191 correct=1 latency=3.011s tokens=80 tps=26.57
[459/500] sample_id=1192 correct=0 latency=4.674s tokens=124 tps=26.53
[460/500] sample_id=1193 correct=0 latency=4.871s tokens=130 tps=26.69
[461/500] sample_id=1194 correct=1 latency=3.149s tokens=84 tps=26.68
[462/500] sample_id=1198 correct=1 latency=6.640s tokens=176 tps=26.51
[463/500] sample_id=1204 correct=1 latency=5.480s tokens=145 tps=26.46
[464/500] sample_id=1210 correct=1 latency=2.612s tokens=69 tps=26.41
[465/500] sample_id=1212 correct=1 latency=3.858s tokens=102 tps=26.44
[466/500] sample_id=1213 correct=1 latency=4.157s tokens=110 tps=26.46
[467/500] sample_id=1214 correct=1 latency=2.874s tokens=76 tps=26.45
[468/500] sample_id=1215 correct=1 latency=5.476s tokens=145 tps=26.48
[469/500] sample_id=1216 correct=1 latency=5.860s tokens=155 tps=26.45
[470/500] sample_id=1218 correct=1 latency=5.027s tokens=133 tps=26.46
[471/500] sample_id=1224 correct=1 latency=2.270s tokens=60 tps=26.43
[472/500] sample_id=1227 correct=1 latency=3.295s tokens=87 tps=26.41
[473/500] sample_id=1228 correct=1 latency=2.501s tokens=66 tps=26.39
[474/500] sample_id=1234 correct=1 latency=4.572s tokens=122 tps=26.68
[475/500] sample_id=1238 correct=0 latency=4.870s tokens=130 tps=26.70
[476/500] sample_id=1240 correct=1 latency=4.831s tokens=129 tps=26.70
[477/500] sample_id=1241 correct=0 latency=7.112s tokens=190 tps=26.71
[478/500] sample_id=1245 correct=1 latency=5.690s tokens=152 tps=26.72
[479/500] sample_id=1246 correct=1 latency=3.040s tokens=81 tps=26.65
[480/500] sample_id=1251 correct=1 latency=5.079s tokens=135 tps=26.58
[481/500] sample_id=1252 correct=1 latency=3.442s tokens=91 tps=26.44
[482/500] sample_id=1254 correct=0 latency=4.461s tokens=118 tps=26.45
[483/500] sample_id=1256 correct=1 latency=20.038s tokens=512 tps=25.55
[484/500] sample_id=1259 correct=1 latency=19.820s tokens=512 tps=25.83
[485/500] sample_id=1261 correct=1 latency=3.971s tokens=106 tps=26.70
[486/500] sample_id=1262 correct=1 latency=6.718s tokens=180 tps=26.79
[487/500] sample_id=1273 correct=1 latency=3.144s tokens=84 tps=26.72
[488/500] sample_id=1276 correct=1 latency=4.006s tokens=107 tps=26.71
[489/500] sample_id=1281 correct=0 latency=7.079s tokens=189 tps=26.70
[490/500] sample_id=1282 correct=1 latency=5.334s tokens=142 tps=26.62
[491/500] sample_id=1283 correct=1 latency=3.425s tokens=91 tps=26.57
[492/500] sample_id=1288 correct=0 latency=19.929s tokens=512 tps=25.69
[493/500] sample_id=1289 correct=1 latency=4.191s tokens=111 tps=26.49
[494/500] sample_id=1290 correct=1 latency=3.684s tokens=98 tps=26.60
[495/500] sample_id=1293 correct=1 latency=3.746s tokens=100 tps=26.70
[496/500] sample_id=1299 correct=0 latency=3.896s tokens=104 tps=26.69
[497/500] sample_id=1301 correct=1 latency=4.374s tokens=117 tps=26.75
[498/500] sample_id=1303 correct=1 latency=19.911s tokens=512 tps=25.71
[499/500] sample_id=1308 correct=1 latency=2.071s tokens=55 tps=26.56
[500/500] sample_id=1313 correct=0 latency=3.276s tokens=87 tps=26.56
Saved: /home/manikm/llm-pareto-2026/results/raw/journal_full500_v1__gemma_4_e4b__gsm8k__few_shot_cot__n500.csv
Saved combined: /home/manikm/llm-pareto-2026/results/raw/journal_full500_v1__gemma_4_e4b__ALL_RUNS__n500.csv
[Tue Apr 21 11:34:03 AM EDT 2026] GPU=1 model=qwen3_30b_a3b dataset=gsm8k strategy=zero_shot max_new_tokens=512

--- model=qwen3_30b_a3b dataset=gsm8k strategy=zero_shot n=500 ---
[1/500] sample_id=2 correct=1 latency=18.371s tokens=465 tps=25.31
[2/500] sample_id=7 correct=1 latency=18.591s tokens=485 tps=26.09
[3/500] sample_id=11 correct=1 latency=18.923s tokens=492 tps=26.00
[4/500] sample_id=15 correct=1 latency=14.560s tokens=377 tps=25.89
[5/500] sample_id=16 correct=1 latency=13.685s tokens=355 tps=25.94
[6/500] sample_id=18 correct=1 latency=11.243s tokens=292 tps=25.97
[7/500] sample_id=21 correct=1 latency=14.429s tokens=376 tps=26.06
[8/500] sample_id=22 correct=1 latency=10.901s tokens=283 tps=25.96
[9/500] sample_id=32 correct=1 latency=11.810s tokens=306 tps=25.91
[10/500] sample_id=33 correct=1 latency=12.381s tokens=321 tps=25.93
[11/500] sample_id=34 correct=1 latency=12.819s tokens=333 tps=25.98
[12/500] sample_id=35 correct=1 latency=12.491s tokens=325 tps=26.02
[13/500] sample_id=37 correct=0 latency=19.694s tokens=512 tps=26.00
[14/500] sample_id=38 correct=1 latency=15.778s tokens=411 tps=26.05
[15/500] sample_id=44 correct=1 latency=14.987s tokens=389 tps=25.96
[16/500] sample_id=46 correct=1 latency=10.379s tokens=270 tps=26.01
[17/500] sample_id=48 correct=1 latency=11.352s tokens=297 tps=26.16
[18/500] sample_id=49 correct=1 latency=12.059s tokens=315 tps=26.12
[19/500] sample_id=50 correct=1 latency=14.191s tokens=370 tps=26.07
[20/500] sample_id=55 correct=1 latency=7.269s tokens=188 tps=25.86
[21/500] sample_id=56 correct=1 latency=10.034s tokens=260 tps=25.91
[22/500] sample_id=57 correct=1 latency=14.545s tokens=379 tps=26.06
[23/500] sample_id=58 correct=0 latency=13.216s tokens=343 tps=25.95
[24/500] sample_id=59 correct=1 latency=12.926s tokens=337 tps=26.07
[25/500] sample_id=60 correct=1 latency=11.039s tokens=287 tps=26.00
[26/500] sample_id=62 correct=0 latency=19.605s tokens=512 tps=26.12
[27/500] sample_id=66 correct=1 latency=14.467s tokens=378 tps=26.13
[28/500] sample_id=67 correct=1 latency=16.194s tokens=423 tps=26.12
[29/500] sample_id=68 correct=1 latency=11.311s tokens=294 tps=25.99
[30/500] sample_id=69 correct=1 latency=10.896s tokens=282 tps=25.88
[31/500] sample_id=72 correct=1 latency=17.803s tokens=464 tps=26.06
[32/500] sample_id=73 correct=1 latency=19.311s tokens=507 tps=26.25
[33/500] sample_id=76 correct=1 latency=16.796s tokens=439 tps=26.14
[34/500] sample_id=78 correct=0 latency=19.564s tokens=512 tps=26.17
[35/500] sample_id=80 correct=1 latency=9.943s tokens=258 tps=25.95
[36/500] sample_id=84 correct=1 latency=14.179s tokens=370 tps=26.09
[37/500] sample_id=89 correct=1 latency=13.126s tokens=341 tps=25.98
[38/500] sample_id=90 correct=1 latency=11.435s tokens=296 tps=25.88
[39/500] sample_id=91 correct=1 latency=11.229s tokens=291 tps=25.91
[40/500] sample_id=92 correct=1 latency=11.297s tokens=293 tps=25.94
[41/500] sample_id=97 correct=1 latency=18.708s tokens=489 tps=26.14
[42/500] sample_id=99 correct=1 latency=13.290s tokens=347 tps=26.11
[43/500] sample_id=100 correct=0 latency=19.475s tokens=512 tps=26.29
[44/500] sample_id=101 correct=1 latency=12.891s tokens=338 tps=26.22
[45/500] sample_id=107 correct=1 latency=17.119s tokens=447 tps=26.11
[46/500] sample_id=112 correct=1 latency=12.197s tokens=317 tps=25.99
[47/500] sample_id=113 correct=1 latency=10.370s tokens=270 tps=26.04
[48/500] sample_id=115 correct=0 latency=19.637s tokens=512 tps=26.07
[49/500] sample_id=121 correct=1 latency=9.701s tokens=253 tps=26.08
[50/500] sample_id=122 correct=1 latency=15.725s tokens=412 tps=26.20
[51/500] sample_id=125 correct=1 latency=15.192s tokens=398 tps=26.20
[52/500] sample_id=126 correct=1 latency=8.638s tokens=226 tps=26.16
[53/500] sample_id=132 correct=1 latency=13.478s tokens=354 tps=26.27
[54/500] sample_id=134 correct=1 latency=7.138s tokens=185 tps=25.92
[55/500] sample_id=143 correct=1 latency=19.633s tokens=511 tps=26.03
[56/500] sample_id=144 correct=1 latency=13.512s tokens=351 tps=25.98
[57/500] sample_id=147 correct=0 latency=19.560s tokens=512 tps=26.18
[58/500] sample_id=149 correct=1 latency=9.223s tokens=239 tps=25.91
[59/500] sample_id=153 correct=0 latency=19.598s tokens=512 tps=26.12
[60/500] sample_id=155 correct=1 latency=17.014s tokens=445 tps=26.16
[61/500] sample_id=157 correct=0 latency=19.520s tokens=512 tps=26.23
[62/500] sample_id=160 correct=1 latency=10.886s tokens=283 tps=26.00
[63/500] sample_id=168 correct=1 latency=9.547s tokens=249 tps=26.08
[64/500] sample_id=170 correct=1 latency=15.183s tokens=394 tps=25.95
[65/500] sample_id=172 correct=1 latency=17.619s tokens=459 tps=26.05
[66/500] sample_id=174 correct=1 latency=13.223s tokens=344 tps=26.01
[67/500] sample_id=176 correct=1 latency=15.755s tokens=413 tps=26.21
[68/500] sample_id=177 correct=1 latency=17.887s tokens=466 tps=26.05
[69/500] sample_id=179 correct=1 latency=10.177s tokens=265 tps=26.04
[70/500] sample_id=184 correct=0 latency=19.571s tokens=512 tps=26.16
[71/500] sample_id=185 correct=1 latency=5.964s tokens=153 tps=25.65
[72/500] sample_id=187 correct=0 latency=19.469s tokens=512 tps=26.30
[73/500] sample_id=188 correct=1 latency=11.459s tokens=298 tps=26.00
[74/500] sample_id=190 correct=1 latency=9.645s tokens=251 tps=26.02
[75/500] sample_id=192 correct=0 latency=19.563s tokens=512 tps=26.17
[76/500] sample_id=202 correct=1 latency=9.117s tokens=236 tps=25.89
[77/500] sample_id=205 correct=0 latency=19.504s tokens=512 tps=26.25
[78/500] sample_id=207 correct=1 latency=14.217s tokens=371 tps=26.10
[79/500] sample_id=210 correct=1 latency=18.146s tokens=474 tps=26.12
[80/500] sample_id=212 correct=1 latency=13.200s tokens=343 tps=25.98
[81/500] sample_id=213 correct=1 latency=12.743s tokens=331 tps=25.97
[82/500] sample_id=214 correct=0 latency=19.591s tokens=512 tps=26.13
[83/500] sample_id=220 correct=1 latency=9.850s tokens=257 tps=26.09
[84/500] sample_id=221 correct=1 latency=10.979s tokens=286 tps=26.05
[85/500] sample_id=222 correct=1 latency=7.241s tokens=187 tps=25.83
[86/500] sample_id=231 correct=1 latency=18.689s tokens=489 tps=26.16
[87/500] sample_id=235 correct=1 latency=10.015s tokens=260 tps=25.96
[88/500] sample_id=237 correct=1 latency=7.501s tokens=195 tps=26.00
[89/500] sample_id=238 correct=1 latency=14.442s tokens=376 tps=26.03
[90/500] sample_id=239 correct=1 latency=16.256s tokens=424 tps=26.08
[91/500] sample_id=241 correct=0 latency=19.571s tokens=512 tps=26.16
[92/500] sample_id=243 correct=1 latency=11.592s tokens=301 tps=25.97
[93/500] sample_id=252 correct=1 latency=16.813s tokens=440 tps=26.17
[94/500] sample_id=256 correct=0 latency=13.570s tokens=354 tps=26.09
[95/500] sample_id=259 correct=0 latency=19.606s tokens=512 tps=26.11
[96/500] sample_id=261 correct=1 latency=13.315s tokens=346 tps=25.99
[97/500] sample_id=263 correct=1 latency=13.804s tokens=360 tps=26.08
[98/500] sample_id=269 correct=1 latency=8.959s tokens=233 tps=26.01
[99/500] sample_id=272 correct=0 latency=19.655s tokens=512 tps=26.05
[100/500] sample_id=275 correct=1 latency=13.494s tokens=350 tps=25.94
[101/500] sample_id=277 correct=1 latency=10.670s tokens=276 tps=25.87
[102/500] sample_id=280 correct=1 latency=11.031s tokens=286 tps=25.93
[103/500] sample_id=289 correct=1 latency=16.183s tokens=421 tps=26.02
[104/500] sample_id=294 correct=1 latency=9.364s tokens=243 tps=25.95
[105/500] sample_id=295 correct=1 latency=15.038s tokens=392 tps=26.07
[106/500] sample_id=296 correct=1 latency=15.185s tokens=394 tps=25.95
[107/500] sample_id=297 correct=0 latency=19.648s tokens=512 tps=26.06
[108/500] sample_id=298 correct=0 latency=19.484s tokens=512 tps=26.28
[109/500] sample_id=299 correct=1 latency=16.323s tokens=429 tps=26.28
[110/500] sample_id=300 correct=1 latency=11.344s tokens=297 tps=26.18
[111/500] sample_id=303 correct=0 latency=19.472s tokens=512 tps=26.29
[112/500] sample_id=304 correct=0 latency=19.523s tokens=512 tps=26.23
[113/500] sample_id=310 correct=0 latency=19.505s tokens=512 tps=26.25
[114/500] sample_id=314 correct=1 latency=15.996s tokens=421 tps=26.32
[115/500] sample_id=320 correct=1 latency=14.614s tokens=383 tps=26.21
[116/500] sample_id=325 correct=1 latency=15.746s tokens=412 tps=26.17
[117/500] sample_id=328 correct=1 latency=7.670s tokens=200 tps=26.08
[118/500] sample_id=331 correct=0 latency=19.435s tokens=512 tps=26.34
[119/500] sample_id=342 correct=1 latency=7.996s tokens=208 tps=26.01
[120/500] sample_id=346 correct=1 latency=9.368s tokens=244 tps=26.05
[121/500] sample_id=347 correct=1 latency=11.922s tokens=310 tps=26.00
[122/500] sample_id=354 correct=1 latency=17.648s tokens=462 tps=26.18
[123/500] sample_id=356 correct=1 latency=10.704s tokens=280 tps=26.16
[124/500] sample_id=361 correct=0 latency=19.474s tokens=512 tps=26.29
[125/500] sample_id=364 correct=1 latency=10.472s tokens=273 tps=26.07
[126/500] sample_id=367 correct=1 latency=9.474s tokens=246 tps=25.97
[127/500] sample_id=368 correct=0 latency=15.005s tokens=393 tps=26.19
[128/500] sample_id=371 correct=0 latency=19.411s tokens=512 tps=26.38
[129/500] sample_id=374 correct=1 latency=9.755s tokens=254 tps=26.04
[130/500] sample_id=376 correct=1 latency=9.419s tokens=244 tps=25.91
[131/500] sample_id=381 correct=1 latency=16.501s tokens=430 tps=26.06
[132/500] sample_id=382 correct=1 latency=11.189s tokens=290 tps=25.92
[133/500] sample_id=383 correct=1 latency=11.776s tokens=307 tps=26.07
[134/500] sample_id=385 correct=1 latency=13.719s tokens=359 tps=26.17
[135/500] sample_id=386 correct=1 latency=14.954s tokens=392 tps=26.21
[136/500] sample_id=387 correct=1 latency=13.760s tokens=361 tps=26.23
[137/500] sample_id=390 correct=1 latency=11.142s tokens=291 tps=26.12
[138/500] sample_id=395 correct=1 latency=10.090s tokens=263 tps=26.07
[139/500] sample_id=396 correct=1 latency=12.248s tokens=321 tps=26.21
[140/500] sample_id=397 correct=1 latency=9.390s tokens=245 tps=26.09
[141/500] sample_id=400 correct=1 latency=13.367s tokens=348 tps=26.03
[142/500] sample_id=401 correct=1 latency=15.672s tokens=409 tps=26.10
[143/500] sample_id=402 correct=1 latency=10.607s tokens=275 tps=25.93
[144/500] sample_id=404 correct=1 latency=16.633s tokens=436 tps=26.21
[145/500] sample_id=405 correct=1 latency=12.948s tokens=338 tps=26.10
[146/500] sample_id=410 correct=1 latency=13.902s tokens=362 tps=26.04
[147/500] sample_id=413 correct=0 latency=19.602s tokens=512 tps=26.12
[148/500] sample_id=419 correct=1 latency=11.591s tokens=301 tps=25.97
[149/500] sample_id=420 correct=1 latency=12.861s tokens=337 tps=26.20
[150/500] sample_id=423 correct=0 latency=19.568s tokens=512 tps=26.17
[151/500] sample_id=426 correct=1 latency=8.700s tokens=225 tps=25.86
[152/500] sample_id=427 correct=0 latency=19.612s tokens=512 tps=26.11
[153/500] sample_id=428 correct=0 latency=19.550s tokens=512 tps=26.19
[154/500] sample_id=434 correct=1 latency=15.219s tokens=399 tps=26.22
[155/500] sample_id=439 correct=0 latency=19.592s tokens=512 tps=26.13
[156/500] sample_id=442 correct=1 latency=12.303s tokens=320 tps=26.01
[157/500] sample_id=454 correct=0 latency=10.084s tokens=262 tps=25.98
[158/500] sample_id=455 correct=0 latency=19.540s tokens=512 tps=26.20
